#Earthquake Information
#Origin Time(GMT+08): 2021/04/18-22:11:39
#EpicenterLongitude(E): 121.49
#EpicenterLatitude(N): 23.87
#Depth(km): 15.0
#Magnitude(Ml): 5.8

#Station Information
#StationCode: TWB1
#StationName: Sandiaojiao
#StationLongitude(E): 121.997
#StationLatitude(N): 25.007
#InstrumentKind: FBA
#StartTime(GMT+08): 2021/04/18-22:11:30.000
#RecordLength(sec): 110
#SampleRate(Hz): 100
#AmplitudeUnit:  gal. DCoffset(corr)
#AmplitudeMAX. U:    0.276~   -0.361
#AmplitudeMAX. N:    0.643~   -0.509
#AmplitudeMAX. E:    0.895~   -0.703
#DataSequence: Time U(+); N(+); E(+)
#Data: 4F10.3 
     0.000    -0.005    -0.003    -0.012
     0.010    -0.006    -0.003     0.001
     0.020    -0.005    -0.005     0.004
     0.030    -0.007    -0.006     0.005
     0.040    -0.003    -0.003    -0.004
     0.050    -0.005    -0.004    -0.012
     0.060    -0.005    -0.003     0.007
     0.070    -0.006     0.002     0.009
     0.080    -0.002    -0.005    -0.012
     0.090    -0.001    -0.010    -0.004
     0.100    -0.008     0.002     0.002
     0.110    -0.002    -0.002    -0.005
     0.120    -0.003    -0.007    -0.002
     0.130    -0.006    -0.001     0.002
     0.140    -0.004    -0.003     0.003
     0.150    -0.008     0.001    -0.004
     0.160    -0.001    -0.006    -0.006
     0.170    -0.002    -0.007     0.000
     0.180    -0.006     0.000     0.005
     0.190    -0.004    -0.005    -0.002
     0.200    -0.005     0.001    -0.015
     0.210     0.000    -0.005     0.001
     0.220    -0.004    -0.008     0.008
     0.230    -0.006     0.008    -0.007
     0.240    -0.002    -0.003    -0.006
     0.250    -0.002    -0.011     0.002
     0.260    -0.004     0.004     0.006
     0.270    -0.004    -0.004     0.001
     0.280    -0.002    -0.003    -0.008
     0.290    -0.006     0.003    -0.002
     0.300    -0.001    -0.012     0.001
     0.310    -0.004    -0.004    -0.003
     0.320    -0.007     0.009     0.000
     0.330     0.002    -0.009     0.002
     0.340    -0.003    -0.009     0.001
     0.350    -0.004     0.005    -0.003
     0.360    -0.003    -0.001     0.003
     0.370    -0.005    -0.004     0.003
     0.380    -0.001    -0.002    -0.006
     0.390    -0.002    -0.006     0.001
     0.400    -0.002    -0.005    -0.001
     0.410    -0.005     0.005    -0.002
     0.420    -0.001     0.001     0.004
     0.430     0.004    -0.011    -0.002
     0.440    -0.004     0.005    -0.002
     0.450    -0.001     0.003     0.003
     0.460    -0.002    -0.006     0.000
     0.470    -0.001     0.001    -0.005
     0.480     0.000    -0.007     0.000
     0.490    -0.006     0.004     0.002
     0.500     0.000     0.004    -0.004
     0.510    -0.002    -0.010     0.003
     0.520    -0.002    -0.002     0.002
     0.530     0.000     0.001    -0.007
     0.540    -0.005     0.003     0.001
     0.550    -0.002    -0.002     0.009
     0.560    -0.002    -0.008     0.002
     0.570    -0.003     0.002    -0.009
     0.580    -0.004     0.000     0.000
     0.590    -0.003    -0.005     0.011
     0.600    -0.003     0.001    -0.001
     0.610    -0.002    -0.002    -0.002
     0.620     0.001    -0.004     0.002
     0.630    -0.006     0.007     0.002
     0.640    -0.003     0.001     0.001
     0.650     0.001    -0.012    -0.003
     0.660    -0.007    -0.001     0.005
     0.670    -0.005     0.008    -0.002
     0.680    -0.003    -0.003    -0.001
     0.690    -0.002    -0.008     0.007
     0.700    -0.006     0.002    -0.004
     0.710    -0.004     0.001    -0.006
     0.720    -0.002    -0.003     0.002
     0.730    -0.006     0.002     0.008
     0.740    -0.001    -0.009     0.001
     0.750    -0.006    -0.002    -0.007
     0.760    -0.007     0.007    -0.006
     0.770    -0.003    -0.009     0.005
     0.780    -0.007    -0.003     0.005
     0.790    -0.005     0.002    -0.011
     0.800    -0.007    -0.002     0.003
     0.810    -0.005     0.000     0.008
     0.820    -0.003    -0.007    -0.008
     0.830    -0.007     0.000    -0.002
     0.840    -0.005     0.000     0.008
     0.850    -0.006    -0.004     0.002
     0.860    -0.004     0.001    -0.008
     0.870    -0.004    -0.008     0.002
     0.880    -0.008     0.000     0.007
     0.890    -0.006     0.005    -0.002
     0.900    -0.004    -0.011    -0.003
     0.910    -0.006    -0.002    -0.003
     0.920    -0.007     0.000     0.007
     0.930    -0.007    -0.007     0.008
     0.940    -0.008     0.002    -0.009
     0.950    -0.006    -0.003    -0.010
     0.960    -0.005    -0.008     0.004
     0.970    -0.012     0.002     0.008
     0.980    -0.005     0.001    -0.002
     0.990    -0.004    -0.008    -0.010
     1.000    -0.007    -0.005    -0.002
     1.010    -0.006    -0.004     0.002
     1.020    -0.011     0.002    -0.004
     1.030    -0.005    -0.002    -0.002
     1.040    -0.006    -0.010     0.002
     1.050    -0.006     0.002    -0.005
     1.060    -0.005    -0.003    -0.003
     1.070    -0.007    -0.005     0.004
     1.080    -0.004     0.000    -0.001
     1.090    -0.009    -0.003    -0.005
     1.100    -0.004    -0.007    -0.004
     1.110    -0.007    -0.003     0.005
     1.120    -0.007     0.002     0.002
     1.130    -0.001    -0.012    -0.009
     1.140    -0.010    -0.005    -0.005
     1.150    -0.004     0.004     0.001
     1.160    -0.006    -0.007     0.003
     1.170    -0.007    -0.002     0.004
     1.180    -0.005    -0.005    -0.005
     1.190    -0.007    -0.006    -0.012
     1.200    -0.004     0.000     0.002
     1.210    -0.009    -0.003     0.012
     1.220    -0.003    -0.008    -0.006
