#Earthquake Information
#Origin Time(GMT+08): 2021/04/18-22:11:39
#EpicenterLongitude(E): 121.49
#EpicenterLatitude(N): 23.87
#Depth(km): 15.0
#Magnitude(Ml): 5.8

#Station Information
#StationCode: ILA
#StationName: Yilan City
#StationLongitude(E): 121.756
#StationLatitude(N): 24.764
#InstrumentKind: FBA
#StartTime(GMT+08): 2021/04/18-22:11:30.000
#RecordLength(sec): 110
#SampleRate(Hz): 100
#AmplitudeUnit:  gal. DCoffset(corr)
#AmplitudeMAX. U:    2.062~   -1.457
#AmplitudeMAX. N:    3.226~   -3.699
#AmplitudeMAX. E:    2.861~   -2.597
#DataSequence: Time U(+); N(+); E(+)
#Data: 4F10.3 
     0.000    -0.002    -0.016     0.007
     0.010     0.003     0.007     0.002
     0.020     0.012     0.013     0.001
     0.030     0.004    -0.007     0.013
     0.040     0.003    -0.001     0.004
     0.050     0.000     0.014    -0.002
     0.060    -0.006    -0.008     0.010
     0.070    -0.007    -0.012     0.000
     0.080    -0.013     0.010    -0.012
     0.090     0.001    -0.002    -0.002
     0.100    -0.002    -0.012     0.001
     0.110    -0.014     0.001    -0.010
     0.120     0.018     0.012     0.001
     0.130     0.009    -0.003     0.005
     0.140    -0.011    -0.002     0.003
     0.150     0.011     0.012     0.000
     0.160     0.005    -0.001     0.005
     0.170    -0.006    -0.016     0.010
     0.180    -0.004     0.007    -0.002
     0.190     0.000     0.009     0.002
     0.200     0.000    -0.015     0.011
     0.210    -0.011     0.000    -0.001
     0.220     0.000     0.010    -0.004
     0.230     0.007    -0.008     0.010
     0.240    -0.009    -0.009     0.002
     0.250    -0.006     0.010    -0.001
     0.260     0.004    -0.002     0.010
     0.270     0.001    -0.012     0.006
     0.280     0.000     0.000    -0.005
     0.290     0.013     0.006    -0.004
     0.300     0.009    -0.009     0.002
     0.310     0.000    -0.010    -0.002
     0.320     0.011     0.016    -0.005
     0.330     0.004    -0.001     0.005
     0.340    -0.009    -0.012     0.009
     0.350    -0.001     0.012    -0.009
     0.360     0.004     0.003     0.002
     0.370    -0.007    -0.017     0.009
     0.380    -0.016     0.002    -0.005
     0.390    -0.007     0.010     0.003
     0.400     0.003    -0.012     0.009
     0.410    -0.008    -0.006    -0.001
     0.420    -0.003     0.009    -0.005
     0.430     0.008     0.000     0.006
     0.440    -0.009    -0.016     0.005
     0.450    -0.001     0.004     0.001
     0.460     0.013     0.007     0.005
     0.470     0.003    -0.017     0.009
     0.480    -0.001    -0.006    -0.002
     0.490    -0.002     0.012    -0.010
     0.500    -0.002    -0.008     0.004
     0.510    -0.008    -0.011    -0.002
     0.520    -0.008     0.014    -0.007
     0.530     0.013    -0.001     0.005
     0.540     0.006    -0.008     0.006
     0.550    -0.005     0.008    -0.005
     0.560     0.006     0.009     0.001
     0.570     0.002    -0.008     0.006
     0.580    -0.004    -0.006     0.000
     0.590     0.007     0.012     0.000
     0.600     0.002    -0.003     0.004
     0.610    -0.013    -0.013     0.007
     0.620    -0.005     0.006    -0.005
     0.630     0.005     0.007     0.001
     0.640     0.004    -0.017     0.009
     0.650     0.003     0.000    -0.003
     0.660     0.008     0.008    -0.002
     0.670     0.005    -0.014     0.011
     0.680    -0.007    -0.009     0.002
     0.690     0.002     0.010    -0.004
     0.700     0.009     0.001     0.006
     0.710    -0.003    -0.012     0.001
     0.720    -0.006     0.003    -0.006
     0.730     0.004     0.002    -0.004
     0.740    -0.004    -0.017     0.005
     0.750    -0.015    -0.014    -0.001
     0.760     0.001     0.010    -0.007
     0.770     0.001    -0.007     0.006
     0.780    -0.005    -0.014     0.006
     0.790    -0.001     0.013    -0.006
     0.800    -0.003    -0.001     0.006
     0.810    -0.005    -0.013     0.010
     0.820    -0.008     0.006    -0.007
     0.830     0.004     0.012     0.004
     0.840     0.013    -0.011     0.009
     0.850    -0.002    -0.008     0.005
     0.860     0.005     0.005     0.004
     0.870     0.014    -0.007     0.007
     0.880    -0.005    -0.016     0.005
     0.890    -0.002     0.005    -0.005
     0.900     0.005     0.009     0.000
