STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : SAKARYA HENDEK ORMAN ISLETME MUD
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 5405
STATION COORDINATES     : 40.79609N-30.73520E
STATION ALTITUDE (m)    : 173
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 101411
RECORD TIME             : 20/07/2017 22:31:58.000000 (GMT)
NUMBER OF DATA          : 42516
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 1.023915 (E-W) 1.107856 (U-D) 0.385138
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.023909     -0.049117    -0.043140
    0.037682     -0.047038    -0.045998
    0.046778     -0.051716    -0.045478
    0.057433     -0.051196    -0.049117
    0.069907     -0.048337    -0.054834
    0.078743     -0.048077    -0.056393
    0.086799     -0.050676    -0.056913
    0.095895     -0.051456    -0.058992
    0.104471     -0.049637    -0.060551
    0.108629     -0.051716    -0.058732
    0.117205     -0.054054    -0.056913
    0.121882     -0.054574    -0.059252
    0.120323     -0.053535    -0.058212
    0.126560     -0.055614    -0.054574
    0.129159     -0.057693    -0.051975
    0.127340     -0.058212    -0.048337
    0.128379     -0.057693    -0.044699
    0.126820     -0.055874    -0.040021
    0.125001     -0.060551    -0.035863
    0.121622     -0.063670    -0.029886
    0.114866     -0.063150    -0.023649
    0.111487     -0.060291    -0.021310
    0.107589     -0.062630    -0.015852
    0.097454     -0.069387    -0.007796
    0.090697     -0.067308    -0.004418
    0.087319     -0.069387    -0.000260
    0.077703     -0.076924     0.007277
    0.068608     -0.080042     0.012734
    0.061851     -0.077963     0.016372
    0.050936     -0.077963     0.021570
    0.039501     -0.083161     0.026767
    0.030665     -0.088098     0.034304
    0.023129     -0.092516     0.041320
    0.012994     -0.090697     0.045738
    0.001559     -0.091737     0.053275
   -0.007796     -0.094335     0.057953
   -0.018451     -0.090957     0.061851
   -0.028327     -0.092516     0.068867
   -0.036903     -0.092516     0.074065
   -0.048597     -0.090697     0.080302
   -0.057173     -0.090177     0.085240
   -0.064449     -0.089398     0.089658
   -0.073805     -0.090437     0.094855
   -0.080562     -0.086799     0.096934
   -0.086799     -0.085500     0.099793
   -0.091996     -0.085240     0.101612
   -0.096674     -0.083940     0.104211
   -0.103431     -0.084200     0.104730
   -0.105510     -0.075104     0.101612
   -0.106809     -0.073025     0.103951
   -0.110967     -0.077703     0.105510
   -0.112007     -0.069647     0.103691
   -0.110448     -0.066529     0.102392
   -0.108369     -0.064449     0.098753
   -0.108629     -0.058992     0.097974
   -0.104990     -0.059512     0.099013
   -0.097974     -0.054834     0.097194
   -0.094595     -0.053275     0.094855
   -0.087319     -0.052235     0.093036
   -0.082121     -0.047817     0.093036
   -0.075624     -0.047817     0.093816
   -0.066009     -0.045478     0.093556
   -0.060032     -0.042880     0.093296
   -0.050676     -0.037162     0.092256
   -0.041061     -0.031445     0.091477
   -0.033264     -0.029886     0.094595
   -0.022869     -0.023129     0.096934
   -0.014553     -0.016632     0.098753
   -0.008056     -0.013514     0.101092
    0.000260     -0.005717     0.103171
    0.008576      0.000780     0.106550
    0.014293      0.004158     0.108888
    0.021310      0.013254     0.110188
    0.026507      0.019491     0.113046
    0.027547      0.025988     0.114086
    0.033004      0.035083     0.116425
    0.035603      0.036903     0.119024
    0.033004      0.043919     0.117984
    0.034564      0.050676     0.120323
    0.032745      0.054834     0.121363
    0.028846      0.061591     0.118504
    0.025468      0.061591     0.120063
    0.020270      0.065749     0.121363
    0.016372      0.069387     0.119024
    0.008576      0.068867     0.116165
   -0.000520      0.073025     0.113306
   -0.007536      0.073285     0.110967
   -0.015593      0.073805     0.106809
   -0.023649      0.075104     0.102651
   -0.032745      0.074065     0.097714
   -0.042880      0.073285     0.091477
   -0.047298      0.072246     0.087579
   -0.053535      0.071206     0.082641
   -0.060811      0.066788     0.076404
   -0.062630      0.066529     0.071986
   -0.066788      0.067828     0.067568
   -0.071206      0.061591     0.064190
   -0.074325      0.060032     0.060032
   -0.075884      0.061591     0.054574
   -0.077703      0.060811     0.050416
   -0.081082      0.061071     0.045738
   -0.083940      0.060811     0.041061
   -0.086799      0.063670     0.037422
   -0.084980      0.064190     0.033004
   -0.087838      0.063150     0.028846
   -0.091477      0.066788     0.025728
   -0.088358      0.070427     0.023389
   -0.091477      0.071726     0.018711
   -0.093556      0.072506     0.015852
   -0.091477      0.074585     0.014293
   -0.090697      0.075104     0.009875
   -0.088878      0.075104     0.006757
   -0.088618      0.081342     0.002859
   -0.086539      0.086799    -0.001819
   -0.082381      0.085759    -0.006757
   -0.079522      0.086019    -0.012214
   -0.078223      0.089398    -0.017152
   -0.072246      0.090437    -0.023649
   -0.066529      0.090697    -0.031445
   -0.064190      0.090177    -0.038722
   -0.056653      0.092776    -0.046518
   -0.051196      0.093556    -0.054574
   -0.048857      0.091217    -0.062111
   -0.041061      0.090437    -0.068608
   -0.032225      0.088878    -0.076144
   -0.027807      0.087838    -0.083680
   -0.021310      0.081861    -0.089398
   -0.014553      0.074845    -0.098234
   -0.010655      0.075624    -0.106290
   -0.003898      0.073805    -0.113046
    0.001299      0.066788    -0.121363
    0.004158      0.060811    -0.125780
    0.007536      0.057433    -0.129679
    0.008316      0.051196    -0.135396
    0.010135      0.042620    -0.139554
    0.013254      0.037682    -0.145011
    0.012474      0.031445    -0.148910
    0.010395      0.019751    -0.151768
    0.008836      0.009096    -0.154107
    0.007536      0.000000    -0.154887
    0.004938     -0.011694    -0.157226
    0.001819     -0.018451    -0.159045
   -0.001819     -0.023649    -0.160084
   -0.007017     -0.032745    -0.159045
   -0.010395     -0.041580    -0.158785
   -0.013254     -0.050676    -0.157485
   -0.016632     -0.055614    -0.153587
   -0.020011     -0.061591    -0.150209
   -0.025988     -0.069387    -0.146831
   -0.028586     -0.072766    -0.143712
   -0.029106     -0.077703    -0.139034
   -0.033784     -0.083680    -0.135656
   -0.036903     -0.086799    -0.132277
   -0.036383     -0.087059    -0.127600
   -0.037682     -0.088878    -0.122922
   -0.038462     -0.092516    -0.114346
   -0.035083     -0.090957    -0.107069
   -0.031965     -0.089398    -0.104730
   -0.032485     -0.089398    -0.099013
   -0.028586     -0.086799    -0.090437
   -0.022349     -0.082381    -0.085240
   -0.020530     -0.080822    -0.080302
   -0.014553     -0.079262    -0.073285
   -0.007017     -0.072766    -0.065489
   -0.004418     -0.070946    -0.057173
    0.002339     -0.067828    -0.052495
    0.009356     -0.062630    -0.045998
    0.014553     -0.062630    -0.038722
    0.021050     -0.057953    -0.034044
    0.026767     -0.054574    -0.026767
    0.032225     -0.054054    -0.019751
    0.038722     -0.054054    -0.015333
    0.047557     -0.053535    -0.011694
    0.052235     -0.049896    -0.007536
    0.055614     -0.054314    -0.002859
    0.061851     -0.055614    -0.000260
    0.066009     -0.052755     0.001559
    0.070167     -0.056913     0.002599
    0.073545     -0.057173     0.003638
    0.073285     -0.057953     0.006237
    0.075624     -0.060032     0.007277
    0.078743     -0.063670     0.007796
    0.076404     -0.070687     0.011175
    0.075624     -0.067828     0.011435
    0.076144     -0.062630     0.009096
    0.070167     -0.066529     0.010395
    0.066009     -0.069127     0.009875
    0.065229     -0.069387     0.010655
    0.061071     -0.075364     0.014553
    0.055614     -0.076404     0.015333
    0.049637     -0.074325     0.016632
    0.045998     -0.076404     0.018191
    0.042100     -0.081861     0.022349
    0.036903     -0.084200     0.025208
    0.029626     -0.079782     0.023389
    0.023649     -0.083421     0.028586
    0.021050     -0.085759     0.032225
    0.015593     -0.083680     0.031445
    0.009615     -0.093296     0.037162
    0.004418     -0.096414     0.041061
   -0.000260     -0.088098     0.040281
   -0.005977     -0.087838     0.040801
   -0.012734     -0.093296     0.042880
   -0.016372     -0.092776     0.044439
   -0.020530     -0.089398     0.044439
   -0.028846     -0.089917     0.045478
   -0.034564     -0.092256     0.048597
   -0.036383     -0.093816     0.048077
   -0.043399     -0.089917     0.047557
   -0.048337     -0.087838     0.050936
   -0.050936     -0.093296     0.051975
   -0.058472     -0.091217     0.053535
   -0.059512     -0.086019     0.056653
   -0.061071     -0.088618     0.060032
   -0.068608     -0.090437     0.063150
   -0.069387     -0.089138     0.065749
   -0.071726     -0.084200     0.071726
   -0.076404     -0.084200     0.076664
   -0.076404     -0.086019     0.081601
   -0.076404     -0.081082     0.086799
   -0.076144     -0.077183     0.090437
   -0.076924     -0.075364     0.095895
   -0.075364     -0.077963     0.101352
   -0.070687     -0.077183     0.106030
   -0.066788     -0.070167     0.109668
   -0.063670     -0.066788     0.112527
   -0.059512     -0.066529     0.116165
   -0.051456     -0.065489     0.121103
   -0.043140     -0.060291     0.124221
   -0.036123     -0.057433     0.127080
   -0.027027     -0.055874     0.132277
   -0.019491     -0.051456     0.134097
   -0.012734     -0.045738     0.135136
   -0.003119     -0.042100     0.137475
    0.006757     -0.042360     0.136955
    0.013514     -0.037942     0.135656
    0.018451     -0.031965     0.135656
    0.026767     -0.025988     0.132797
    0.032745     -0.023389     0.131498
    0.035343     -0.023129     0.130978
    0.039241     -0.013514     0.124221
    0.041840     -0.005457     0.120583
    0.042620     -0.005457     0.117464
    0.041580     -0.002339     0.110967
    0.040541      0.008316     0.105510
    0.041320      0.015333     0.100053
    0.039761      0.018711     0.097714
    0.035083      0.023649     0.093816
    0.034564      0.025208     0.088878
    0.032225      0.030665     0.086279
    0.027807      0.039241     0.081601
    0.025988      0.045738     0.079782
    0.022869      0.053015     0.078223
    0.019491      0.057433     0.074845
    0.017152      0.061331     0.073805
    0.014033      0.067828     0.070427
    0.009875      0.074065     0.069127
    0.007536      0.078223     0.067828
    0.006497      0.081601     0.063410
    0.002859      0.085500     0.064709
    0.001819      0.088358     0.061591
    0.003119      0.090957     0.057953
    0.001819      0.089398     0.059252
    0.000520      0.089138     0.054834
    0.001040      0.094595     0.051716
    0.000780      0.094855     0.048857
    0.001040      0.091477     0.043659
    0.003898      0.093556     0.040541
    0.003378      0.097974     0.034304
    0.002859      0.096934     0.028067
    0.005977      0.095895     0.024169
    0.007536      0.097194     0.019491
    0.007277      0.095895     0.014553
    0.006497      0.097194     0.009356
    0.006237      0.098493     0.003898
    0.007277      0.097974    -0.001040
    0.009875      0.098234    -0.004418
    0.009875      0.100572    -0.009356
    0.009096      0.104990    -0.015073
    0.010395      0.103951    -0.017152
    0.010655      0.104730    -0.019231
    0.011954      0.110967    -0.024169
    0.009356      0.112787    -0.028846
    0.007277      0.113826    -0.029106
    0.009356      0.118504    -0.029886
    0.008836      0.120323    -0.033264
    0.008576      0.120583    -0.035603
    0.008056      0.125521    -0.037162
    0.008576      0.129159    -0.037942
    0.009615      0.132797    -0.037942
    0.010655      0.135136    -0.036123
    0.012474      0.136435    -0.036643
    0.012474      0.144232    -0.037682
    0.015333      0.148650    -0.034824
    0.014553      0.148390    -0.035083
    0.015073      0.153068    -0.034044
    0.021830      0.159305    -0.032485
    0.022090      0.161384    -0.032225
    0.022869      0.163203    -0.031445
    0.027547      0.168660    -0.031185
    0.028586      0.173078    -0.028846
    0.031445      0.173598    -0.026767
    0.035863      0.175417    -0.027287
    0.038462      0.181654    -0.027547
    0.041840      0.183473    -0.026767
    0.045738      0.181914    -0.024688
    0.047557      0.186332    -0.024428
    0.052495      0.189970    -0.025208
    0.056133      0.189190    -0.024169
    0.056393      0.192309    -0.025728
    0.059252      0.196987    -0.027547
    0.062111      0.198286    -0.028586
    0.066009      0.200105    -0.030665
    0.067048      0.201665    -0.031705
    0.067568      0.204523    -0.034044
    0.071986      0.208161    -0.036643
    0.074845      0.206342    -0.037422
    0.078223      0.206862    -0.040801
    0.081601      0.208161    -0.044179
    0.082381      0.206862    -0.045219
    0.084720      0.206862    -0.047298
    0.087059      0.202444    -0.049896
    0.088098      0.198806    -0.051975
    0.092776      0.195687    -0.054574
    0.091217      0.188931    -0.057693
    0.088878      0.184513    -0.059252
    0.092516      0.174377    -0.059772
    0.090177      0.163463    -0.062890
    0.087579      0.155147    -0.067048
    0.087319      0.143192    -0.069647
    0.084720      0.130458    -0.071986
    0.080822      0.116685    -0.071726
    0.076924      0.103171    -0.071726
    0.074325      0.088358    -0.076144
    0.067828      0.071986    -0.077963
    0.064190      0.056133    -0.078483
    0.061591      0.040541    -0.080562
    0.052235      0.023389    -0.080822
    0.046518      0.005457    -0.082641
    0.044699     -0.005977    -0.083161
    0.038202     -0.021830    -0.081861
    0.030406     -0.038202    -0.082381
    0.028067     -0.048077    -0.082121
    0.025208     -0.062111    -0.081861
    0.018451     -0.075624    -0.079262
    0.015593     -0.086019    -0.076144
    0.015073     -0.093556    -0.074585
    0.012994     -0.101092    -0.070427
    0.010915     -0.110448    -0.066269
    0.011435     -0.116165    -0.062111
    0.013514     -0.120063    -0.056653
    0.011175     -0.123961    -0.052755
    0.009615     -0.127340    -0.049377
    0.012474     -0.129679    -0.045738
    0.016632     -0.129938    -0.043399
    0.016372     -0.130978    -0.041061
    0.016632     -0.133317    -0.039241
    0.018711     -0.133577    -0.039761
    0.016892     -0.132277    -0.039241
    0.018451     -0.133317    -0.038202
    0.019231     -0.135396    -0.037942
    0.015852     -0.131498    -0.039241
    0.014033     -0.129679    -0.041580
    0.013254     -0.133057    -0.041320
    0.012214     -0.132018    -0.040541
    0.005977     -0.130978    -0.041580
    0.001299     -0.130718    -0.042880
   -0.002339     -0.129419    -0.042360
   -0.007536     -0.131498    -0.043919
   -0.012994     -0.133577    -0.046518
   -0.017672     -0.133317    -0.046258
   -0.021310     -0.135916    -0.045219
   -0.028846     -0.138774    -0.046518
   -0.031705     -0.138774    -0.048597
   -0.032225     -0.144232    -0.048077
   -0.037422     -0.148390    -0.048597
   -0.040281     -0.148390    -0.049896
   -0.044179     -0.151248    -0.049896
   -0.047557     -0.152288    -0.049117
   -0.049896     -0.154367    -0.046518
   -0.053015     -0.158005    -0.045998
   -0.053795     -0.155666    -0.044959
   -0.056393     -0.155666    -0.041580
   -0.061591     -0.159564    -0.039241
   -0.064449     -0.156446    -0.037162
   -0.064190     -0.153587    -0.036123
   -0.070687     -0.156706    -0.035343
   -0.076924     -0.155406    -0.035083
   -0.076924     -0.151508    -0.034044
   -0.083161     -0.154107    -0.032745
   -0.087059     -0.154107    -0.033524
   -0.088098     -0.147090    -0.035083
   -0.091217     -0.145271    -0.037162
   -0.095635     -0.147350    -0.039501
   -0.100313     -0.143712    -0.043140
   -0.099793     -0.141113    -0.045998
   -0.101872     -0.141113    -0.048077
   -0.107069     -0.138514    -0.051196
   -0.106550     -0.135916    -0.054574
   -0.107849     -0.133577    -0.058472
   -0.110188     -0.133317    -0.061071
   -0.108369     -0.134356    -0.063150
   -0.108109     -0.130978    -0.066009
   -0.104730     -0.128639    -0.066009
   -0.100572     -0.129419    -0.065489
   -0.100313     -0.128899    -0.067048
   -0.094855     -0.128379    -0.065489
   -0.088358     -0.129679    -0.062630
   -0.083680     -0.128639    -0.061591
   -0.078743     -0.126820    -0.057693
   -0.073025     -0.127340    -0.051196
   -0.065749     -0.126820    -0.047557
   -0.059512     -0.126820    -0.044439
   -0.054574     -0.125261    -0.039501
   -0.049637     -0.121103    -0.032745
   -0.044699     -0.122402    -0.024169
   -0.038202     -0.121103    -0.018191
   -0.035083     -0.115126    -0.011694
   -0.034304     -0.115385    -0.003638
   -0.030146     -0.112787     0.003378
   -0.028586     -0.107329     0.011694
   -0.029886     -0.108629     0.020270
   -0.029626     -0.106550     0.027807
   -0.028846     -0.099793     0.035863
   -0.030146     -0.095895     0.045998
   -0.033004     -0.095375     0.056393
   -0.033524     -0.090957     0.064709
   -0.033524     -0.084460     0.070687
   -0.034564     -0.084460     0.078483
   -0.037682     -0.082381     0.086799
   -0.039241     -0.075884     0.094595
   -0.035863     -0.075104     0.102392
   -0.038202     -0.073285     0.107589
   -0.040541     -0.068088     0.113566
   -0.037942     -0.066269     0.118764
   -0.038722     -0.062111     0.124481
   -0.037682     -0.058992     0.129679
   -0.034044     -0.057693     0.132537
   -0.030406     -0.048077     0.135916
   -0.028586     -0.043919     0.138255
   -0.028067     -0.043919     0.139814
   -0.025208     -0.034564     0.141113
   -0.021830     -0.030406     0.143452
   -0.018451     -0.028846     0.143972
   -0.014293     -0.022869     0.143452
   -0.012214     -0.017672     0.144751
   -0.011694     -0.011435     0.144232
   -0.007796     -0.006237     0.143972
   -0.004938     -0.000780     0.143192
   -0.004418      0.005457     0.140853
   -0.002599      0.010915     0.139294
   -0.001040      0.016892     0.136176
   -0.000520      0.021050     0.133317
   -0.001559      0.026507     0.131498
   -0.001040      0.030665     0.126820
   -0.002079      0.030146     0.123442
   -0.004158      0.036643     0.119284
   -0.002859      0.040541     0.113566
   -0.001040      0.038462     0.110967
   -0.002599      0.042880     0.107329
   -0.003638      0.045219     0.104990
   -0.001819      0.044439     0.101352
    0.000000      0.044699     0.097454
    0.000780      0.043659     0.096154
    0.000260      0.044179     0.093036
    0.002599      0.044439     0.090957
    0.004938      0.044179     0.089658
    0.003638      0.043140     0.087579
    0.005717      0.042880     0.084980
    0.010655      0.043919     0.082381
    0.009356      0.042880     0.079003
    0.008316      0.043399     0.075104
    0.011694      0.044439     0.074065
    0.011954      0.044439     0.071466
    0.013514      0.046258     0.067568
    0.016632      0.048337     0.067308
    0.016892      0.048337     0.066788
    0.018191      0.047557     0.064190
    0.020790      0.049377     0.062890
    0.021830      0.050156     0.061331
    0.025468      0.051456     0.060291
    0.027027      0.054054     0.061331
    0.026767      0.055094     0.060551
    0.029106      0.058212     0.058732
    0.030406      0.057693     0.059252
    0.032485      0.058212     0.058992
    0.034824      0.064190     0.055874
    0.033264      0.065229     0.055874
    0.031965      0.067568     0.056393
    0.034824      0.073025     0.053015
    0.038462      0.076664     0.050156
    0.036903      0.080042     0.048337
    0.036383      0.083680     0.047817
    0.040541      0.089138     0.045738
    0.039761      0.093036     0.041840
    0.038982      0.096154     0.040021
    0.043140      0.102132     0.035863
    0.044959      0.104471     0.030406
    0.044439      0.106290     0.026767
    0.049117      0.109408     0.024688
    0.054834      0.110188     0.019751
    0.055354      0.112267     0.015073
    0.057433      0.105510     0.014293
    0.061851      0.103951     0.011694
    0.065489      0.111487     0.006757
    0.072766      0.109668     0.002339
    0.077183      0.107329    -0.001559
    0.079782      0.107329    -0.004938
    0.086019      0.106290    -0.007536
    0.088618      0.106030    -0.010395
    0.091996      0.101612    -0.015073
    0.096154      0.101612    -0.019231
    0.099533      0.105250    -0.023649
    0.103171      0.101352    -0.026507
    0.104730      0.097974    -0.028327
    0.108109      0.098234    -0.034044
    0.112787      0.101092    -0.037682
    0.113306      0.097974    -0.038462
    0.113046      0.089917    -0.041320
    0.118764      0.095115    -0.043659
    0.122142      0.095115    -0.045219
    0.120323      0.090697    -0.047817
    0.122662      0.096414    -0.050416
    0.125261      0.095375    -0.051456
    0.125261      0.095895    -0.053275
    0.126560      0.100572    -0.056393
    0.127080      0.099013    -0.057693
    0.127600      0.100053    -0.060032
    0.129419      0.102132    -0.061071
    0.127080      0.101872    -0.061071
    0.127859      0.102132    -0.063410
    0.131238      0.104990    -0.065489
    0.129679      0.104471    -0.065489
    0.127340      0.103431    -0.068088
    0.127080      0.109408    -0.069647
    0.126560      0.108629    -0.069387
    0.124741      0.106030    -0.073025
    0.124481      0.107069    -0.075104
    0.125261      0.106550    -0.074585
    0.123442      0.106030    -0.074325
    0.122922      0.103171    -0.074065
    0.125521      0.100313    -0.072766
    0.125780      0.099013    -0.071466
    0.125521      0.096934    -0.072246
    0.125521      0.094335    -0.073025
    0.125261      0.091217    -0.071466
    0.126820      0.088358    -0.069647
    0.127340      0.083940    -0.067048
    0.128639      0.080822    -0.065749
    0.127859      0.078223    -0.066009
    0.125261      0.073805    -0.062890
    0.127080      0.070427    -0.062890
    0.127859      0.065489    -0.062111
    0.127859      0.061851    -0.058992
    0.126820      0.059772    -0.059772
    0.125261      0.057693    -0.058472
    0.123442      0.053015    -0.057433
    0.122142      0.047298    -0.057173
    0.124221      0.046778    -0.054834
    0.122662      0.042620    -0.055354
    0.116685      0.037942    -0.055094
    0.118244      0.038982    -0.053535
    0.118764      0.034304    -0.052495
    0.113826      0.029366    -0.051196
    0.113306      0.026507    -0.050156
    0.110188      0.021830    -0.049117
    0.105510      0.019751    -0.048857
    0.103171      0.013773    -0.046778
    0.100053      0.009875    -0.046778
    0.097714      0.010135    -0.049896
    0.091737      0.006497    -0.048337
    0.083940      0.003378    -0.047298
    0.078483      0.001819    -0.049637
    0.074585      0.001299    -0.049377
    0.067568     -0.003119    -0.047298
    0.058992     -0.005198    -0.047298
    0.051716      0.002079    -0.046778
    0.044179      0.006497    -0.044959
    0.036123      0.008316    -0.044179
    0.028586      0.011175    -0.040801
    0.021310      0.010395    -0.035863
    0.011175      0.013514    -0.034044
    0.003378      0.020790    -0.031185
   -0.004418      0.023909    -0.027287
   -0.013773      0.025728    -0.024428
   -0.018711      0.029886    -0.021830
   -0.026248      0.035603    -0.018191
   -0.033784      0.038982    -0.014033
   -0.038462      0.042100    -0.012214
   -0.042620      0.046258    -0.010395
   -0.047817      0.041840    -0.008316
   -0.054834      0.040281    -0.008056
   -0.056913      0.048337    -0.008576
   -0.061071      0.048337    -0.007017
   -0.064709      0.040801    -0.005198
   -0.066269      0.041061    -0.007017
   -0.071726      0.044959    -0.006757
   -0.073285      0.040281    -0.004418
   -0.076144      0.032225    -0.003898
   -0.080302      0.028327    -0.002339
   -0.080822      0.027287    -0.003119
   -0.084980      0.022090    -0.001819
   -0.090437      0.015593     0.000780
   -0.093296      0.011435     0.000000
   -0.098493      0.008056     0.000000
   -0.103431      0.006237    -0.001819
   -0.106030     -0.000260    -0.002339
   -0.111487     -0.004158    -0.002599
   -0.115645     -0.004678    -0.004678
   -0.118504     -0.008316    -0.004158
   -0.123961     -0.010655    -0.005977
   -0.128119     -0.013514    -0.006497
   -0.132797     -0.017152    -0.004678
   -0.137475     -0.018451    -0.006757
   -0.140074     -0.018971    -0.005977
   -0.143452     -0.018451    -0.005717
   -0.148390     -0.017412    -0.007277
   -0.153068     -0.018451    -0.005198
   -0.155147     -0.020011    -0.004418
   -0.159824     -0.021050    -0.004678
   -0.165542     -0.019751    -0.004418
   -0.167361     -0.019751    -0.006757
   -0.170479     -0.022349    -0.007277
   -0.172298     -0.025468    -0.006497
   -0.174897     -0.024688    -0.008056
   -0.175157     -0.023649    -0.009096
   -0.172298     -0.027807    -0.010135
   -0.176976     -0.029626    -0.010655
   -0.179575     -0.027287    -0.011175
   -0.174118     -0.026248    -0.012474
   -0.170999     -0.032225    -0.011954
   -0.171519     -0.036123    -0.010395
   -0.166841     -0.029626    -0.010915
   -0.161643     -0.028067    -0.012214
   -0.161643     -0.035863    -0.010915
   -0.157485     -0.036123    -0.009615
   -0.149949     -0.033264    -0.009875
   -0.145531     -0.034044    -0.008836
   -0.143452     -0.035603    -0.007277
   -0.140074     -0.036383    -0.008316
   -0.133057     -0.038982    -0.007017
   -0.126560     -0.042100    -0.006757
   -0.122142     -0.041320    -0.007017
   -0.119024     -0.040541    -0.004938
   -0.112787     -0.042360    -0.004678
   -0.104990     -0.046518    -0.003638
   -0.103171     -0.050156    -0.004678
   -0.098753     -0.053275    -0.007277
   -0.090957     -0.055354    -0.006237
   -0.089138     -0.061591    -0.007536
   -0.087059     -0.066788    -0.010915
   -0.079782     -0.071206    -0.011954
   -0.076664     -0.076664    -0.014293
   -0.076144     -0.081082    -0.016632
   -0.073545     -0.090697    -0.016632
   -0.071986     -0.093816    -0.016892
   -0.068348     -0.095375    -0.020011
   -0.067048     -0.099013    -0.022869
   -0.068348     -0.103691    -0.021830
   -0.066009     -0.110967    -0.021310
   -0.064449     -0.108369    -0.022090
   -0.063930     -0.106030    -0.022609
   -0.061071     -0.108888    -0.022090
   -0.057693     -0.108629    -0.019491
   -0.057433     -0.109928    -0.014813
   -0.055354     -0.109668    -0.011435
   -0.050676     -0.108629    -0.008836
   -0.050936     -0.109148    -0.003119
   -0.046778     -0.106550     0.002339
   -0.042360     -0.105770     0.008056
   -0.042620     -0.102392     0.012734
   -0.036903     -0.097194     0.016892
   -0.031965     -0.094855     0.022349
   -0.030925     -0.086279     0.025468
   -0.027027     -0.080042     0.031965
   -0.023649     -0.077183     0.041061
   -0.021310     -0.068088     0.044959
   -0.018451     -0.060811     0.051196
   -0.016632     -0.054834     0.058992
   -0.015593     -0.043659     0.063670
   -0.016112     -0.035343     0.069907
   -0.013514     -0.029106     0.074845
   -0.012474     -0.021570     0.078743
   -0.012474     -0.012474     0.082121
   -0.010915     -0.004678     0.085759
   -0.012734     -0.000260     0.088878
   -0.013773      0.006757     0.088618
   -0.010915      0.015073     0.089138
   -0.009356      0.019751     0.089138
   -0.009875      0.025208     0.088878
   -0.008576      0.030146     0.088618
   -0.006497      0.032485     0.087059
   -0.004418      0.036383     0.086279
   -0.002339      0.034044     0.086539
    0.001040      0.036383     0.085500
    0.007796      0.043140     0.080302
    0.009615      0.036903     0.081601
    0.010655      0.036123     0.081861
    0.019491      0.040281     0.076404
    0.023129      0.031705     0.077703
    0.024948      0.030146     0.075884
    0.032485      0.030665     0.070946
    0.037422      0.024948     0.069647
    0.041580      0.022090     0.067568
    0.045998      0.017412     0.064190
    0.050676      0.016372     0.062370
    0.052755      0.014033     0.059772
    0.055094      0.009615     0.056133
    0.061331      0.008316     0.052495
    0.064190      0.006757     0.048857
    0.065749      0.004678     0.043919
    0.067308      0.001299     0.038462
    0.069647      0.000520     0.035343
    0.071986      0.001299     0.029366
    0.070687     -0.000520     0.024688
    0.073285     -0.001559     0.020011
    0.075104      0.000520     0.013514
    0.073025     -0.001040     0.011175
    0.073285     -0.006757     0.007796
    0.076404     -0.007536     0.002079
    0.076144     -0.001040    -0.003898
    0.073025      0.001040    -0.007796
    0.073805     -0.000780    -0.011694
    0.074065      0.002339    -0.016632
    0.071986      0.005198    -0.018711
    0.071206      0.005977    -0.022090
    0.070427      0.008316    -0.025468
    0.069647      0.012474    -0.025728
    0.068867      0.014813    -0.027547
    0.068867      0.016632    -0.029366
    0.068867      0.022090    -0.032225
    0.068867      0.027027    -0.035083
    0.068348      0.030406    -0.034564
    0.067828      0.035083    -0.036123
    0.068088      0.032745    -0.036903
    0.069127      0.036903    -0.038722
    0.070167      0.044439    -0.040801
    0.069387      0.045219    -0.042100
    0.068608      0.051975    -0.044439
    0.068608      0.054574    -0.045219
    0.068608      0.056393    -0.046258
    0.069647      0.064190    -0.048857
    0.068348      0.067828    -0.050936
    0.066269      0.068348    -0.051456
    0.067568      0.075104    -0.051975
    0.066788      0.080562    -0.053535
    0.064449      0.079262    -0.053015
    0.062890      0.084200    -0.053535
    0.060291      0.091996    -0.056133
    0.058992      0.092256    -0.057693
    0.058472      0.091996    -0.058212
    0.053535      0.092516    -0.059252
    0.049377      0.096934    -0.061591
    0.048597      0.100313    -0.063930
    0.042620      0.096414    -0.065489
    0.040281      0.092776    -0.067308
    0.037162      0.086539    -0.068348
    0.030665      0.085240    -0.071206
    0.028327      0.085240    -0.073545
    0.024948      0.081601    -0.076404
    0.022609      0.080822    -0.081342
    0.019491      0.073545    -0.083421
    0.016112      0.066529    -0.085500
    0.013514      0.061851    -0.089917
    0.009356      0.055094    -0.092516
    0.009875      0.049377    -0.094335
    0.010395      0.043140    -0.099273
    0.007017      0.034564    -0.103431
    0.005457      0.029366    -0.105510
    0.007277      0.025988    -0.106809
    0.009096      0.018451    -0.108369
    0.009356      0.013254    -0.112787
    0.009356      0.005977    -0.113566
    0.012474      0.000780    -0.111227
