STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : SAKARYA HENDEK ORMAN ISLETME MUD
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 5405
STATION COORDINATES     : 40.79609N-30.73520E
STATION ALTITUDE (m)    : 173
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 101411
RECORD TIME             : 20/07/2017 22:31:58.000000 (GMT)
NUMBER OF DATA          : 42516
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 1.023915 (E-W) 1.107856 (U-D) 0.385138
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.219856      0.032225     0.021310
    0.219336      0.034564     0.019491
    0.221675      0.035603     0.014553
    0.228692      0.033264     0.012214
    0.236488      0.036643     0.012994
    0.240126      0.040541     0.010915
    0.242205      0.040281     0.015073
    0.240906      0.037422     0.019751
    0.234929      0.031445     0.018451
    0.233629      0.022609     0.016632
    0.234669      0.023129     0.013773
    0.235968      0.024948     0.010395
    0.244284      0.025468     0.009875
    0.249742      0.032745     0.008056
    0.250521      0.033784     0.009096
    0.252600      0.028067     0.013254
    0.250781      0.028327     0.013254
    0.247663      0.025208     0.016892
    0.243505      0.016372     0.019231
    0.239347      0.017932     0.013514
    0.244025      0.018451     0.009096
    0.250781      0.019231     0.005198
    0.251301      0.023649     0.003378
    0.257278      0.024688     0.005717
    0.262216      0.025468     0.009615
    0.257278      0.019751     0.013254
    0.252600      0.014033     0.017672
    0.247403      0.009096     0.019491
    0.246623      0.008056     0.015333
    0.247143      0.009096     0.010655
    0.248702      0.009096     0.006237
    0.255979      0.018451     0.002599
    0.259357      0.020011     0.002859
    0.259877      0.011954     0.007796
    0.259097      0.008316     0.010135
    0.255719      0.004678     0.012994
    0.247923     -0.001040     0.018191
    0.241945      0.001040     0.013773
    0.240906      0.005198     0.006237
    0.243765      0.005457     0.001299
    0.252860      0.011435    -0.003378
    0.258837      0.012994    -0.002079
    0.260657      0.008576     0.006237
    0.256239      0.007277     0.012474
    0.247403      0.001559     0.012994
    0.241686     -0.007796     0.012734
    0.235708     -0.008836     0.010915
    0.235449     -0.006497     0.005977
    0.239347     -0.003378    -0.000520
    0.242725      0.006237    -0.004678
    0.246363      0.005717    -0.003898
    0.247143     -0.001040     0.000520
    0.242985     -0.002079     0.004158
    0.238567     -0.006237     0.005977
    0.233889     -0.009615     0.008836
    0.227132     -0.009096     0.008056
    0.225313     -0.011694     0.003119
    0.227652     -0.009875    -0.000780
    0.228952     -0.004158    -0.004418
    0.228172     -0.005198    -0.004678
    0.230771     -0.007277    -0.001559
    0.230251     -0.007017     0.000520
    0.223234     -0.009096     0.003638
    0.220895     -0.012214     0.004158
    0.215178     -0.013254     0.002859
    0.212579     -0.015852     0.001299
    0.213879     -0.014293     0.000000
    0.206602     -0.007796    -0.003638
    0.205303     -0.007796    -0.008056
    0.206862     -0.011175    -0.007017
    0.208421     -0.010915    -0.004938
    0.209981     -0.014293    -0.004418
    0.207122     -0.018451    -0.000520
    0.200365     -0.013773     0.001819
    0.190750     -0.016112    -0.000260
    0.186852     -0.017932    -0.004418
    0.184253     -0.014553    -0.009356
    0.185552     -0.018451    -0.010915
    0.189710     -0.017672    -0.011175
    0.189970     -0.016112    -0.008576
    0.183473     -0.018451    -0.004158
    0.175417     -0.016892    -0.005457
    0.172818     -0.014553    -0.005198
    0.169440     -0.021310    -0.006497
    0.169700     -0.021830    -0.009356
    0.169440     -0.018451    -0.010395
    0.168140     -0.024948    -0.009615
    0.162683     -0.022349    -0.005717
    0.154107     -0.015852    -0.007277
    0.151768     -0.019231    -0.008316
    0.149429     -0.019751    -0.010395
    0.151248     -0.019751    -0.014033
    0.151768     -0.021570    -0.012474
    0.147870     -0.018711    -0.012994
    0.144232     -0.023909    -0.010135
    0.138514     -0.026767    -0.005977
    0.129159     -0.018711    -0.009875
    0.122922     -0.016892    -0.013254
    0.126560     -0.019231    -0.011954
    0.126040     -0.021310    -0.012734
    0.126040     -0.017412    -0.015073
    0.126040     -0.015593    -0.015852
    0.119024     -0.022090    -0.012994
    0.115385     -0.024688    -0.009875
    0.110448     -0.025208    -0.010135
    0.102911     -0.019751    -0.009356
    0.095895     -0.016892    -0.011435
    0.095375     -0.017672    -0.016632
    0.098753     -0.012474    -0.017672
    0.096414     -0.016112    -0.018191
    0.096154     -0.019231    -0.015852
    0.095375     -0.016632    -0.014293
    0.088878     -0.021310    -0.013773
    0.078223     -0.022869    -0.009875
    0.070946     -0.016112    -0.012994
    0.066529     -0.014553    -0.016892
    0.063410     -0.016112    -0.018191
    0.067308     -0.011954    -0.019751
    0.068088     -0.010395    -0.020790
    0.067828     -0.010135    -0.020011
    0.066788     -0.013254    -0.015333
    0.059772     -0.018191    -0.011954
    0.051456     -0.017932    -0.009615
    0.042360     -0.018451    -0.009615
    0.037162     -0.016112    -0.013254
    0.032225     -0.011694    -0.017932
    0.032485     -0.005717    -0.022349
    0.034304     -0.007796    -0.021830
    0.037162     -0.011694    -0.020530
    0.039241     -0.010395    -0.017672
    0.030146     -0.014553    -0.011694
    0.022090     -0.015333    -0.008056
    0.012734     -0.013773    -0.009096
    0.004158     -0.010135    -0.011694
    0.000780     -0.012214    -0.015073
    0.000000     -0.012474    -0.020530
    0.003119     -0.004418    -0.024428
    0.007017     -0.006757    -0.022869
    0.009615     -0.008316    -0.016632
    0.000260     -0.008836    -0.011954
   -0.009356     -0.010135    -0.010395
   -0.014033     -0.005457    -0.008576
   -0.026248     -0.008316    -0.011694
   -0.029626     -0.008056    -0.015073
   -0.026767      0.000520    -0.019751
   -0.028846      0.000780    -0.023649
   -0.025728     -0.003638    -0.019751
   -0.025208     -0.001559    -0.016892
   -0.032745     -0.001040    -0.014813
   -0.038982     -0.007277    -0.009875
   -0.043659     -0.007017    -0.008836
   -0.051716     -0.002859    -0.013773
   -0.055354     -0.000520    -0.016372
   -0.054574      0.002339    -0.015593
   -0.058992      0.001299    -0.018191
   -0.060032     -0.000520    -0.017672
   -0.056133      0.000260    -0.015593
   -0.060291     -0.001040    -0.014293
   -0.068867      0.001040    -0.011175
   -0.071726      0.005457    -0.010655
   -0.076144     -0.002599    -0.010135
   -0.083421     -0.007017    -0.011954
   -0.083421      0.005717    -0.017932
   -0.084720      0.007277    -0.016892
   -0.087838      0.005977    -0.013514
   -0.089917      0.009356    -0.014293
   -0.091217      0.003638    -0.012474
   -0.092776      0.005198    -0.010655
   -0.100832      0.005457    -0.010915
   -0.103951      0.001040    -0.009875
   -0.103951      0.007536    -0.011435
   -0.110708      0.006237    -0.012214
   -0.115126      0.005198    -0.013773
   -0.113306      0.015073    -0.016112
   -0.115126      0.009875    -0.014293
   -0.118764      0.005977    -0.014813
   -0.116945      0.010395    -0.013254
   -0.120843      0.007796    -0.011435
   -0.126820      0.008576    -0.012214
   -0.129938      0.008056    -0.009615
   -0.132797      0.008056    -0.011694
   -0.137215      0.007796    -0.014553
   -0.139814      0.009356    -0.015593
   -0.138255      0.015593    -0.017412
   -0.141893      0.009356    -0.014293
   -0.140853      0.010135    -0.012474
   -0.142153      0.017152    -0.012734
   -0.148650      0.009615    -0.009875
   -0.150729      0.008576    -0.011954
   -0.156446      0.009356    -0.012474
   -0.158005      0.007017    -0.010395
   -0.160864      0.011954    -0.015852
   -0.165542      0.011435    -0.018191
   -0.161643      0.011954    -0.015073
   -0.162683      0.015852    -0.015593
   -0.168400      0.012734    -0.015593
   -0.166061      0.009096    -0.012734
   -0.166321      0.005977    -0.009875
   -0.176197      0.009096    -0.011694
   -0.176716      0.012474    -0.014033
   -0.176976      0.009096    -0.012994
   -0.185812      0.011694    -0.015593
   -0.185292      0.015073    -0.018191
   -0.181914      0.015593    -0.018971
   -0.181394      0.012474    -0.020011
   -0.183213      0.005717    -0.015852
   -0.183473      0.012214    -0.014813
   -0.185292      0.013514    -0.015852
   -0.192569      0.005198    -0.012734
   -0.195687      0.010915    -0.015593
   -0.200365      0.013254    -0.020011
   -0.199066      0.012214    -0.020530
   -0.197507      0.011175    -0.021570
   -0.198546      0.009356    -0.022349
   -0.194648      0.014293    -0.022609
   -0.198546      0.012214    -0.019491
   -0.201145      0.005457    -0.016372
   -0.204003      0.007796    -0.017672
   -0.207642      0.012474    -0.019491
   -0.209201      0.011435    -0.021830
   -0.210760      0.008836    -0.023909
   -0.207382      0.010135    -0.024428
   -0.206342      0.011954    -0.023649
   -0.209201      0.010655    -0.021050
   -0.211540      0.014033    -0.023649
   -0.210500      0.014033    -0.023909
   -0.213099      0.007277    -0.021830
   -0.215438      0.007536    -0.024428
   -0.213619      0.004678    -0.022609
   -0.215438      0.003898    -0.023389
   -0.214658      0.011694    -0.026767
   -0.214399      0.010915    -0.025728
   -0.214139      0.009615    -0.024428
   -0.215958      0.012474    -0.024688
   -0.219596      0.007796    -0.025468
   -0.216997      0.007017    -0.026507
   -0.217257      0.009356    -0.028327
   -0.217517      0.008316    -0.029366
   -0.219336      0.010135    -0.030925
   -0.220116      0.010655    -0.031705
   -0.216737      0.011954    -0.031445
   -0.220116      0.010135    -0.031445
   -0.221155      0.006237    -0.029886
   -0.217777      0.009875    -0.032225
   -0.216737      0.008056    -0.031445
   -0.217517      0.004158    -0.028327
   -0.217517      0.009096    -0.031965
   -0.218816      0.009875    -0.033004
   -0.221415      0.005977    -0.032745
   -0.218816      0.008836    -0.035343
   -0.216997      0.008576    -0.036383
   -0.215178      0.005977    -0.035863
   -0.215958      0.007017    -0.033004
   -0.216218      0.006237    -0.029626
   -0.213879      0.007796    -0.032485
   -0.219336      0.007536    -0.033784
   -0.219336      0.003119    -0.030406
   -0.215438      0.006757    -0.035083
   -0.213879      0.009096    -0.038982
   -0.210500      0.006237    -0.037422
   -0.207902      0.008056    -0.036383
   -0.205823      0.007536    -0.034824
   -0.205303      0.007277    -0.031965
   -0.208161      0.004418    -0.030925
   -0.212320      0.001299    -0.034564
   -0.209461      0.004938    -0.035343
   -0.208161      0.005977    -0.036903
   -0.207122      0.006757    -0.040021
   -0.201924      0.007277    -0.039241
   -0.200365      0.006497    -0.037682
   -0.196467      0.005977    -0.034564
   -0.198026      0.003378    -0.034304
   -0.199066      0.005198    -0.034044
   -0.197766      0.007536    -0.034044
   -0.202184      0.004158    -0.037422
   -0.195947      0.003378    -0.037422
   -0.191010      0.006497    -0.039241
   -0.190230      0.006237    -0.039501
   -0.186332      0.003119    -0.035343
   -0.186592      0.005717    -0.038202
   -0.182953      0.004158    -0.035343
   -0.183213     -0.000520    -0.032745
   -0.185292      0.005457    -0.036123
   -0.183213      0.006497    -0.035603
   -0.180874      0.003378    -0.036643
   -0.177496      0.001040    -0.035603
   -0.175417     -0.000520    -0.033524
   -0.172818      0.005457    -0.034044
   -0.172818      0.004158    -0.034564
   -0.168660      0.001819    -0.034564
   -0.162943      0.000780    -0.032225
   -0.164762     -0.001299    -0.030406
   -0.167621      0.000000    -0.031185
   -0.163723      0.004938    -0.034304
   -0.157745      0.006497    -0.035343
   -0.158785      0.000520    -0.033264
   -0.155926      0.003378    -0.031185
   -0.151508      0.005198    -0.029626
   -0.149169      0.001559    -0.031445
   -0.145271      0.001819    -0.031965
   -0.144751      0.001819    -0.029626
   -0.142413      0.002079    -0.029626
   -0.142672      0.005198    -0.027547
   -0.139294      0.004938    -0.025728
   -0.134097      0.002079    -0.028586
   -0.137735      0.003119    -0.027547
   -0.132018     -0.002339    -0.022869
   -0.126560     -0.004418    -0.023389
   -0.126560      0.001040    -0.025468
   -0.120843     -0.002859    -0.023129
   -0.120323     -0.007796    -0.020790
   -0.119284     -0.003378    -0.021570
   -0.116425     -0.000260    -0.022349
   -0.115385     -0.002859    -0.021050
   -0.113046     -0.002339    -0.020270
   -0.107329     -0.001299    -0.017672
   -0.103171     -0.002599    -0.015852
   -0.103951     -0.002339    -0.016892
   -0.099013     -0.003119    -0.016112
   -0.097974      0.000520    -0.016372
   -0.097454      0.001559    -0.015333
   -0.094595     -0.004418    -0.011435
   -0.089658     -0.001299    -0.011954
   -0.084200      0.003638    -0.012734
   -0.086539      0.004938    -0.011694
   -0.080822      0.005977    -0.011694
   -0.075364      0.005717    -0.010655
   -0.078223      0.005198    -0.009615
   -0.074585      0.001559    -0.005717
   -0.069387      0.004418    -0.006497
   -0.068348      0.007536    -0.008316
   -0.065489      0.005717    -0.005977
   -0.062370      0.007796    -0.008576
   -0.060551      0.007017    -0.004938
   -0.055354      0.007536    -0.003898
   -0.054574      0.006237    -0.004418
   -0.052755      0.003898    -0.000260
   -0.045478      0.009356    -0.003378
   -0.047298      0.007796    -0.001559
   -0.045738      0.008576    -0.001040
   -0.039501      0.007017    -0.001299
   -0.041580      0.006497     0.002079
   -0.038462      0.011175     0.002859
   -0.035603      0.004678     0.007796
   -0.034304      0.008316     0.005198
   -0.026507      0.010395     0.005198
   -0.023649      0.007017     0.008836
   -0.023649      0.009356     0.005457
   -0.017932      0.007796     0.008316
   -0.016372      0.009356     0.008056
   -0.018711      0.006757     0.010655
   -0.012734      0.010135     0.012474
   -0.009356      0.012474     0.010135
   -0.011435      0.006497     0.013514
   -0.004158      0.005198     0.014033
   -0.000520      0.004418     0.017932
   -0.002079      0.012474     0.016112
    0.004678      0.009356     0.014813
    0.004418      0.005977     0.017672
    0.005717      0.015593     0.016112
    0.010135      0.008836     0.022869
    0.010395      0.010395     0.022090
    0.016632      0.011435     0.021050
    0.016892      0.008576     0.022609
    0.016892      0.011435     0.019231
    0.020790      0.005457     0.024948
    0.019491      0.011694     0.023129
    0.023129      0.013514     0.021310
    0.028067      0.012214     0.022609
    0.030406      0.012994     0.020011
    0.034564      0.010395     0.024948
    0.034824      0.014033     0.023129
    0.036643      0.007017     0.027027
    0.039241      0.011694     0.030406
    0.038982      0.013773     0.026248
    0.041061      0.006757     0.031445
    0.040021      0.015852     0.026248
    0.044959      0.012734     0.025728
    0.048337      0.010395     0.030406
    0.049896      0.014033     0.028327
    0.056133      0.009356     0.031445
    0.054574      0.015073     0.029886
    0.054314      0.012734     0.031965
    0.055354      0.009615     0.035083
    0.058732      0.013773     0.031965
    0.062111      0.008316     0.031965
    0.059252      0.012474     0.031185
    0.064190      0.011954     0.032485
    0.069907      0.009875     0.035863
    0.067568      0.016372     0.035863
    0.070427      0.009875     0.036123
    0.071726      0.014033     0.034564
    0.069387      0.013514     0.032485
    0.072246      0.003638     0.034564
    0.074325      0.006757     0.037162
    0.075884      0.003119     0.037162
    0.076664      0.008576     0.035083
    0.078223      0.015073     0.034824
    0.083421      0.005457     0.037162
    0.084720      0.003638     0.039241
    0.082381      0.009615     0.034304
    0.083940      0.009875     0.034564
    0.084980      0.004418     0.039501
    0.084980      0.005457     0.037942
    0.086799      0.008836     0.038202
    0.089917      0.008056     0.036123
    0.093036      0.005977     0.035083
    0.090957      0.004158     0.037682
    0.094335      0.009615     0.033524
    0.095895      0.007277     0.035603
    0.092516      0.001040     0.036903
    0.096414      0.000000     0.035863
    0.095635      0.001299     0.039241
    0.096934      0.009356     0.035863
    0.099533      0.000000     0.037682
    0.099533     -0.001559     0.036903
    0.102911      0.009096     0.034304
    0.100053     -0.001819     0.037682
    0.101092      0.002859     0.034044
    0.103951      0.002599     0.035083
    0.104990     -0.003119     0.037682
    0.106030      0.005717     0.034304
    0.104730     -0.004158     0.036123
    0.107329     -0.003378     0.035603
    0.106030      0.001559     0.033004
    0.106290     -0.004158     0.033784
    0.110188     -0.001040     0.034564
    0.109928     -0.003898     0.035083
    0.109928     -0.002339     0.034564
    0.108888     -0.000260     0.032745
    0.110188     -0.008576     0.034564
    0.108629     -0.006757     0.033524
    0.109928     -0.004938     0.032225
    0.113306     -0.004678     0.033264
    0.111747     -0.004938     0.031705
    0.115385     -0.011954     0.031705
    0.113826     -0.006757     0.030406
    0.114086     -0.005717     0.030146
    0.115905     -0.010655     0.033524
    0.113046     -0.006757     0.030925
    0.117724     -0.011435     0.028846
    0.115385     -0.014033     0.028327
    0.114606     -0.010395     0.025208
    0.118504     -0.012734     0.027807
    0.113306     -0.013514     0.028846
    0.115385     -0.014553     0.027547
    0.117205     -0.012994     0.028327
    0.117464     -0.008316     0.024688
    0.118244     -0.012734     0.022869
    0.114086     -0.015073     0.024169
    0.121882     -0.015852     0.023129
    0.120843     -0.021050     0.025988
    0.113826     -0.016632     0.030406
    0.118504     -0.016112     0.029366
    0.116165     -0.013773     0.024428
    0.117205     -0.012474     0.018191
    0.118504     -0.027547     0.019231
    0.116945     -0.027287     0.019491
    0.123442     -0.020011     0.020270
    0.121363     -0.026507     0.027027
    0.120583     -0.022609     0.024428
    0.123701     -0.021570     0.022609
    0.117464     -0.025468     0.020011
    0.118244     -0.019491     0.014553
    0.119024     -0.032485     0.017412
    0.119284     -0.036123     0.017412
    0.121103     -0.026767     0.015073
    0.119543     -0.029886     0.017672
    0.125001     -0.026507     0.021310
    0.120323     -0.028327     0.019491
    0.118764     -0.022349     0.012994
    0.123182     -0.025208     0.010395
    0.119803     -0.040801     0.013773
    0.120843     -0.037942     0.013254
    0.120323     -0.035863     0.014033
    0.120323     -0.031445     0.014813
    0.119803     -0.035083     0.013773
    0.118504     -0.038202     0.013254
    0.121622     -0.034564     0.007796
    0.124221     -0.045219     0.013514
    0.121882     -0.036903     0.013514
    0.120323     -0.030925     0.005457
    0.122142     -0.041320     0.011694
    0.117205     -0.036383     0.008056
    0.117464     -0.037162     0.005977
    0.120063     -0.036643     0.010655
    0.118504     -0.032745     0.005717
    0.121622     -0.041061     0.006497
    0.120843     -0.037422     0.006237
    0.124221     -0.037162     0.004678
    0.124221     -0.043399     0.008056
    0.119803     -0.036903     0.006237
    0.123442     -0.040021     0.006757
    0.117984     -0.042880     0.006757
    0.115126     -0.042620     0.003378
    0.120843     -0.044179     0.003378
    0.121363     -0.040021     0.002599
    0.122142     -0.043659     0.003378
    0.121882     -0.043140     0.002339
    0.123182     -0.038982     0.001819
    0.121882     -0.046258     0.004158
    0.114606     -0.048077     0.002599
    0.116425     -0.044959    -0.000520
    0.120323     -0.045998     0.000000
    0.115645     -0.047038    -0.000780
    0.119284     -0.045738    -0.002859
    0.123961     -0.042880    -0.001040
    0.120063     -0.045998    -0.000780
    0.120063     -0.049117     0.000260
    0.119543     -0.046778     0.001299
    0.119803     -0.047298     0.001299
    0.115385     -0.049117     0.002339
    0.113046     -0.048077    -0.001819
    0.120323     -0.048077    -0.002599
    0.116685     -0.050676    -0.001040
    0.114866     -0.048857    -0.002859
    0.119284     -0.046518    -0.000780
    0.115385     -0.049117     0.000780
    0.115905     -0.048857     0.000000
    0.117724     -0.051716     0.000520
    0.114606     -0.054054     0.000000
    0.115905     -0.050936     0.000000
    0.112267     -0.052495    -0.001819
    0.112787     -0.047298    -0.004158
    0.117205     -0.048597    -0.002079
    0.113306     -0.054054    -0.001559
    0.117464     -0.047557    -0.002339
    0.115126     -0.050676     0.001040
    0.109408     -0.051456    -0.000520
    0.113046     -0.049117    -0.003638
    0.110448     -0.053795    -0.000780
    0.112007     -0.050936    -0.003378
    0.111747     -0.050156    -0.003638
    0.107069     -0.051716    -0.000260
    0.111747     -0.048077    -0.003638
    0.107849     -0.049377    -0.002339
    0.104730     -0.051196    -0.002339
    0.111747     -0.050416    -0.005198
    0.105770     -0.054834    -0.001819
    0.106290     -0.051196    -0.000780
    0.111747     -0.048857    -0.003378
    0.102911     -0.051975    -0.002599
    0.102392     -0.047038    -0.002859
    0.103171     -0.050416    -0.002859
    0.100053     -0.051196    -0.001559
    0.102132     -0.048337    -0.001559
    0.100832     -0.051456     0.000000
    0.098234     -0.049117     0.000520
    0.100053     -0.050156     0.000260
    0.100832     -0.050416     0.000260
    0.095895     -0.048597    -0.000260
    0.096934     -0.047038    -0.000780
    0.095115     -0.047557     0.001819
    0.088618     -0.049896     0.002079
    0.095375     -0.045219    -0.002599
    0.095115     -0.047038     0.001040
    0.091217     -0.045738     0.002859
    0.094595     -0.043659     0.000260
    0.089398     -0.046518     0.000000
    0.089917     -0.044699    -0.000260
    0.090697     -0.049117     0.002859
    0.086279     -0.045219     0.002079
    0.087059     -0.042880     0.002859
    0.084720     -0.044699     0.004678
    0.081861     -0.037942     0.000000
    0.083161     -0.042360    -0.000520
    0.083940     -0.041580    -0.001559
    0.080042     -0.041061     0.001040
    0.081342     -0.043399     0.005977
    0.080562     -0.036383     0.002599
    0.073805     -0.039761     0.002339
    0.075104     -0.038722     0.002079
    0.074845     -0.037682     0.001559
    0.071726     -0.038722     0.003119
    0.071986     -0.034044     0.002079
    0.069647     -0.038202     0.004678
    0.068608     -0.034824     0.005457
    0.070946     -0.033784     0.005717
    0.066788     -0.038722     0.007536
    0.063150     -0.031445     0.004678
    0.065489     -0.034304     0.006237
    0.061591     -0.036123     0.007017
    0.059252     -0.028327     0.003378
    0.060551     -0.032745     0.004678
    0.059772     -0.030665     0.004158
    0.057693     -0.029106     0.004158
    0.055874     -0.033524     0.007017
    0.054314     -0.026767     0.005198
    0.050936     -0.029106     0.005977
    0.050676     -0.030146     0.008836
    0.051975     -0.023649     0.007536
    0.047557     -0.028586     0.005977
    0.046258     -0.024948     0.006757
    0.048077     -0.020790     0.004418
    0.042880     -0.025728     0.003378
    0.043140     -0.023129     0.007536
    0.044439     -0.022090     0.008056
    0.039241     -0.022869     0.007536
    0.036903     -0.022090     0.007796
    0.035603     -0.020790     0.006757
    0.036643     -0.017932     0.007277
    0.033524     -0.018451     0.005717
    0.031185     -0.015852     0.006497
    0.033004     -0.016112     0.006757
    0.027547     -0.016892     0.006237
    0.027027     -0.013773     0.008576
    0.028327     -0.016372     0.007536
    0.023649     -0.013773     0.008576
    0.022869     -0.012734     0.008836
    0.022609     -0.009875     0.007796
    0.019751     -0.008056     0.009096
    0.017672     -0.012734     0.008576
    0.016892     -0.006237     0.007017
    0.015852     -0.007017     0.007017
    0.014033     -0.010395     0.008056
    0.014293     -0.005457     0.008316
    0.010395     -0.007017     0.010135
    0.007017     -0.003898     0.008576
    0.006757     -0.001559     0.007536
    0.005977     -0.003378     0.007277
    0.006497     -0.002859     0.004158
    0.004158     -0.001040     0.007796
    0.003638      0.001819     0.008836
    0.002859     -0.002599     0.007017
   -0.003378      0.002599     0.007277
   -0.004158      0.007277     0.008056
   -0.004678      0.000520     0.007277
   -0.008056      0.005198     0.003638
   -0.005457      0.004158     0.005717
   -0.007536      0.001299     0.008056
   -0.011954      0.008056     0.008056
   -0.012734      0.009615     0.007796
   -0.014293      0.012994     0.005457
   -0.017672      0.010395     0.005977
   -0.021050      0.010395     0.008836
   -0.017932      0.013254     0.009615
   -0.020530      0.012734     0.007796
   -0.024688      0.014813     0.007536
   -0.021050      0.013254     0.005977
   -0.025468      0.017152     0.003898
   -0.025468      0.015852     0.007017
   -0.026767      0.014553     0.006757
   -0.032485      0.022609     0.003638
   -0.030925      0.017412     0.007277
   -0.031705      0.018191     0.007796
   -0.031185      0.020790     0.006757
   -0.037422      0.019751     0.007017
   -0.040281      0.025988     0.004418
   -0.036903      0.022869     0.006497
   -0.043919      0.024428     0.005717
   -0.042100      0.026507     0.003638
   -0.041580      0.023649     0.004938
   -0.047038      0.024948     0.004158
   -0.044439      0.024948     0.007017
   -0.047038      0.031445     0.004678
   -0.051975      0.030406     0.002859
   -0.052755      0.027807     0.003119
   -0.051716      0.031965     0.002859
   -0.053275      0.027287     0.008056
   -0.057953      0.033784     0.003378
   -0.056393      0.037682     0.000260
   -0.057953      0.031185     0.002599
   -0.062370      0.034044     0.002339
   -0.056913      0.036643     0.003119
   -0.060032      0.038202     0.001040
   -0.066269      0.036643     0.003638
   -0.063410      0.041580     0.002599
   -0.066788      0.042100    -0.000260
   -0.070946      0.036903     0.002079
   -0.069127      0.044179     0.000000
   -0.068867      0.039241     0.001819
   -0.073025      0.040801     0.000780
   -0.072766      0.048857    -0.002079
   -0.070687      0.041580     0.000260
   -0.077183      0.045219    -0.001559
   -0.077963      0.050416     0.000000
   -0.075624      0.047817    -0.000260
   -0.079003      0.047557    -0.001819
   -0.080042      0.049117     0.000780
   -0.079522      0.049896    -0.001040
   -0.080822      0.047298    -0.002079
   -0.084720      0.050156    -0.002079
   -0.085240      0.054574    -0.004418
   -0.084460      0.054834    -0.004678
   -0.089138      0.053535    -0.003119
   -0.087838      0.052495    -0.001040
   -0.085240      0.056653    -0.002339
   -0.091477      0.055874    -0.004158
   -0.090697      0.056133    -0.003898
   -0.089138      0.059512    -0.006757
   -0.093556      0.056133    -0.005717
   -0.094335      0.061071    -0.004678
   -0.094595      0.063410    -0.007796
   -0.096154      0.058472    -0.005717
   -0.096674      0.063150    -0.007796
   -0.095635      0.062890    -0.009356
   -0.097974      0.061851    -0.006497
   -0.099273      0.065489    -0.010395
   -0.097454      0.065489    -0.010395
   -0.102132      0.067048    -0.008576
   -0.103951      0.067048    -0.010655
   -0.101092      0.066269    -0.012214
   -0.103951      0.066269    -0.012214
   -0.104471      0.064969    -0.010135
   -0.103691      0.069387    -0.012994
   -0.106809      0.070687    -0.013773
   -0.106550      0.068348    -0.010655
   -0.106809      0.070427    -0.011954
   -0.108629      0.070427    -0.010655
   -0.109668      0.071206    -0.011435
   -0.109148      0.072506    -0.015073
   -0.108369      0.069907    -0.013254
   -0.111487      0.067568    -0.013254
   -0.108888      0.068867    -0.013514
   -0.110188      0.071206    -0.012994
   -0.115126      0.075104    -0.015333
   -0.109668      0.077963    -0.013773
   -0.112267      0.074325    -0.014553
   -0.115126      0.074585    -0.017152
   -0.111227      0.075624    -0.015852
   -0.112787      0.073025    -0.016632
   -0.114346      0.075624    -0.013773
   -0.114086      0.079782    -0.014813
   -0.113826      0.081601    -0.018971
   -0.116165      0.076404    -0.020011
   -0.116945      0.076664    -0.021310
   -0.113306      0.079262    -0.017672
   -0.114606      0.076144    -0.019231
   -0.116685      0.074845    -0.020011
   -0.116425      0.068608    -0.015593
   -0.116165      0.073025    -0.019751
   -0.115126      0.074065    -0.020530
   -0.116685      0.068348    -0.017152
   -0.118504      0.075104    -0.017932
   -0.117205      0.073805    -0.018971
   -0.116945      0.071206    -0.017412
   -0.117205      0.073545    -0.019491
   -0.116685      0.075884    -0.024169
   -0.115126      0.073545    -0.022609
   -0.114606      0.073025    -0.021050
   -0.114866      0.076404    -0.019491
   -0.114606      0.072246    -0.017672
   -0.115905      0.076144    -0.020011
   -0.118504      0.077703    -0.021050
   -0.115905      0.077443    -0.022869
   -0.115126      0.082901    -0.026248
   -0.116945      0.082381    -0.024948
   -0.113566      0.076664    -0.022090
   -0.112787      0.080042    -0.021830
   -0.112527      0.085240    -0.023389
   -0.114086      0.076404    -0.023649
   -0.114606      0.080562    -0.024428
   -0.112007      0.087059    -0.026767
   -0.114866      0.077443    -0.023909
   -0.116165      0.079003    -0.024169
   -0.113046      0.082901    -0.027547
   -0.110967      0.077183    -0.025728
   -0.111227      0.077443    -0.025208
   -0.109928      0.080042    -0.025728
   -0.109408      0.080302    -0.024688
   -0.109408      0.081082    -0.023909
   -0.107849      0.081082    -0.023909
   -0.110188      0.079522    -0.024948
   -0.109928      0.079782    -0.027287
   -0.106290      0.081342    -0.028067
   -0.107329      0.075364    -0.025988
   -0.106290      0.077963    -0.026248
   -0.104471      0.080042    -0.025988
   -0.107589      0.074065    -0.024428
   -0.107329      0.077183    -0.024688
   -0.103431      0.079782    -0.026248
   -0.104471      0.078743    -0.026507
   -0.105510      0.075364    -0.026767
   -0.101612      0.078743    -0.029366
   -0.101612      0.077183    -0.027287
   -0.102132      0.071206    -0.025728
